ts,condition,model,qid,grade,cost_usd,latency_s,running_total_usd
2026-04-27T15:05:26.939362+00:00,chatgpt_memory,gpt-4o,R11-AM-07,HOT,0.038282,44.654,1.386263
2026-04-27T15:06:27.853632+00:00,chatgpt_memory,gpt-4o,R11-AM-08,HOT,0.038430,60.547,1.386263
2026-04-27T15:06:58.113297+00:00,chatgpt_memory,gpt-4o,R11-EG-01,HOT,0.038410,29.893,1.386263
2026-04-27T15:08:00.507230+00:00,chatgpt_memory,gpt-4o,R11-EG-03,MISS,0.039027,1.747,1.386263
2026-04-27T15:09:00.405485+00:00,chatgpt_memory,gpt-4o,R11-EG-04,HOT,0.038430,59.534,1.386263
2026-04-27T15:09:45.670749+00:00,chatgpt_memory,gpt-4o,R11-EG-05,HOT,0.038435,44.898,1.386263
2026-04-27T15:10:16.995552+00:00,chatgpt_memory,gpt-4o,R11-EG-06,HOT,0.038423,30.962,1.386263
2026-04-27T15:11:17.656550+00:00,chatgpt_memory,gpt-4o,R11-EG-07,HOT,0.038445,60.299,1.386263
2026-04-27T15:13:01.720500+00:00,chatgpt_memory,gpt-4o,R11-EG-09,HOT,0.038345,43.759,1.386263
2026-04-27T15:13:19.216426+00:00,chatgpt_memory,gpt-4o,R11-MJ-01,HOT,0.038247,17.064,1.386263
2026-04-27T15:14:17.905005+00:00,chatgpt_memory,gpt-4o,R11-MJ-03,HOT,0.038502,1.133,1.386263
2026-04-27T15:20:58.330159+00:00,chatgpt_memory,gpt-4o,R11-RC-01,HOT,0.038317,67.681,1.386263
2026-04-27T15:21:56.457015+00:00,chatgpt_memory,gpt-4o,R11-RC-02,HOT,0.038435,57.696,1.386263
2026-04-27T15:23:29.937474+00:00,chatgpt_memory,gpt-4o,R11-RC-05,HOT,0.038325,3.060,1.386263
2026-04-27T15:25:29.540238+00:00,chatgpt_memory,gpt-4o,R11-RC-07,HOT,0.038502,46.525,1.386263
2026-04-27T15:26:28.386593+00:00,chatgpt_memory,gpt-4o,R11-RC-08,HOT,0.038385,58.467,1.386263
2026-04-27T15:27:33.516565+00:00,chatgpt_memory,gpt-4o,R11-HP-01,HOT,0.038522,64.696,1.386263
2026-04-27T15:29:02.877037+00:00,chatgpt_memory,gpt-4o,R11-HP-02,HOT,0.038378,88.903,1.386263
2026-04-27T15:31:21.331493+00:00,chatgpt_memory,gpt-4o,R11-HP-05,HOT,0.038785,30.774,1.386263
2026-04-27T15:33:23.309576+00:00,chatgpt_memory,gpt-4o,R11-HP-07,HOT,0.038372,61.480,1.386263
2026-04-27T15:33:53.526493+00:00,chatgpt_memory,gpt-4o,R11-HP-08,HOT,0.038358,29.786,1.386263
2026-04-27T15:32:02.274912+00:00,claude_projects_opus,claude-opus-4-7,R11-CS-01,HOT,0.502275,3.231,3.722403
2026-04-27T15:32:06.415234+00:00,claude_projects_opus,claude-opus-4-7,R11-CS-02,HOT,0.505140,3.710,3.722403
2026-04-27T15:32:11.608049+00:00,claude_projects_opus,claude-opus-4-7,R11-CS-03,HOT,0.050445,4.762,3.722403
2026-04-27T15:32:14.863793+00:00,claude_projects_opus,claude-opus-4-7,R11-CS-04,HOT,0.044925,2.826,3.722403
2026-04-27T15:32:22.239074+00:00,claude_projects_opus,claude-opus-4-7,R11-CS-05,HOT,0.059040,6.945,3.722403
2026-04-27T15:32:25.895210+00:00,claude_projects_opus,claude-opus-4-7,R11-CS-06,HOT,0.044655,3.224,3.722403
2026-04-27T15:32:30.171068+00:00,claude_projects_opus,claude-opus-4-7,R11-CS-07,HOT,0.045000,3.847,3.722403
2026-04-27T15:32:33.991357+00:00,claude_projects_opus,claude-opus-4-7,R11-CS-08,HOT,0.045315,3.391,3.722403
2026-04-27T15:32:38.963562+00:00,claude_projects_opus,claude-opus-4-7,R11-CS-09,HOT,0.045960,4.545,3.722403
2026-04-27T15:32:43.752410+00:00,claude_projects_opus,claude-opus-4-7,R11-AM-01,HOT,0.053535,4.363,3.722403
2026-04-27T15:32:46.969050+00:00,claude_projects_opus,claude-opus-4-7,R11-AM-02,HOT,0.045360,2.787,3.722403
2026-04-27T15:32:51.610279+00:00,claude_projects_opus,claude-opus-4-7,R11-AM-03,HOT,0.046005,4.214,3.722403
2026-04-27T15:32:56.681901+00:00,claude_projects_opus,claude-opus-4-7,R11-AM-04,HOT,0.047055,4.641,3.722403
2026-04-27T15:33:01.004899+00:00,claude_projects_opus,claude-opus-4-7,R11-AM-05,HOT,0.044880,3.894,3.722403
2026-04-27T15:33:06.334425+00:00,claude_projects_opus,claude-opus-4-7,R11-AM-06,HOT,0.047235,4.902,3.722403
2026-04-27T15:33:12.347084+00:00,claude_projects_opus,claude-opus-4-7,R11-AM-07,HOT,0.050070,5.582,3.722403
2026-04-27T15:33:16.902952+00:00,claude_projects_opus,claude-opus-4-7,R11-AM-08,HOT,0.048630,4.130,3.722403
2026-04-27T15:33:20.305826+00:00,claude_projects_opus,claude-opus-4-7,R11-EG-01,HOT,0.045765,2.974,3.722403
2026-04-27T15:33:24.488354+00:00,claude_projects_opus,claude-opus-4-7,R11-EG-02,HOT,0.048735,3.733,3.722403
2026-04-27T15:33:28.768614+00:00,claude_projects_opus,claude-opus-4-7,R11-EG-03,MISS,0.054720,3.849,3.722403
2026-04-27T15:33:33.415257+00:00,claude_projects_opus,claude-opus-4-7,R11-EG-04,HOT,0.047565,4.217,3.722403
2026-04-27T15:33:37.074084+00:00,claude_projects_opus,claude-opus-4-7,R11-EG-05,HOT,0.047100,3.229,3.722403
2026-04-27T15:33:40.409913+00:00,claude_projects_opus,claude-opus-4-7,R11-EG-06,HOT,0.046080,2.908,3.722403
2026-04-27T15:33:45.223912+00:00,claude_projects_opus,claude-opus-4-7,R11-EG-07,HOT,0.047640,4.384,3.722403
2026-04-27T15:33:48.653196+00:00,claude_projects_opus,claude-opus-4-7,R11-EG-08,HOT,0.045105,2.998,3.722403
2026-04-27T15:33:52.741436+00:00,claude_projects_opus,claude-opus-4-7,R11-EG-09,HOT,0.045960,3.658,3.722403
2026-04-27T15:33:56.093604+00:00,claude_projects_opus,claude-opus-4-7,R11-MJ-01,HOT,0.046335,2.924,3.722403
2026-04-27T15:33:58.927140+00:00,claude_projects_opus,claude-opus-4-7,R11-MJ-02,HOT,0.044520,2.405,3.722403
2026-04-27T15:34:02.512067+00:00,claude_projects_opus,claude-opus-4-7,R11-MJ-03,HOT,0.044220,3.156,3.722403
2026-04-27T15:34:06.196556+00:00,claude_projects_opus,claude-opus-4-7,R11-MJ-04,HIT,0.046830,3.253,3.722403
2026-04-27T15:34:09.372319+00:00,claude_projects_opus,claude-opus-4-7,R11-MJ-05,HIT,0.047025,2.753,3.722403
2026-04-27T15:34:14.518248+00:00,claude_projects_opus,claude-opus-4-7,R11-MJ-06,HIT,0.049785,4.716,3.722403
2026-04-27T15:34:20.763617+00:00,claude_projects_opus,claude-opus-4-7,R11-MJ-07,HOT,0.051135,5.817,3.722403
2026-04-27T15:34:24.315287+00:00,claude_projects_opus,claude-opus-4-7,R11-MJ-08,HOT,0.046650,3.152,3.722403
2026-04-27T15:34:28.651152+00:00,claude_projects_opus,claude-opus-4-7,R11-RC-01,HOT,0.045885,3.905,3.722403
2026-04-27T15:34:32.239443+00:00,claude_projects_opus,claude-opus-4-7,R11-RC-02,HOT,0.046920,3.158,3.722403
2026-04-27T15:34:36.232747+00:00,claude_projects_opus,claude-opus-4-7,R11-RC-03,HOT,0.048300,3.567,3.722403
2026-04-27T15:34:40.332465+00:00,claude_projects_opus,claude-opus-4-7,R11-RC-04,HOT,0.045975,3.673,3.722403
2026-04-27T15:34:43.427165+00:00,claude_projects_opus,claude-opus-4-7,R11-RC-05,HOT,0.046155,2.684,3.722403
2026-04-27T15:34:48.653968+00:00,claude_projects_opus,claude-opus-4-7,R11-RC-06,HOT,0.050070,4.820,3.722403
2026-04-27T15:34:53.317134+00:00,claude_projects_opus,claude-opus-4-7,R11-RC-07,HOT,0.048390,4.254,3.722403
2026-04-27T15:34:58.512389+00:00,claude_projects_opus,claude-opus-4-7,R11-RC-08,HOT,0.054735,4.800,3.722403
2026-04-27T15:35:04.888251+00:00,claude_projects_opus,claude-opus-4-7,R11-HP-01,HOT,0.051030,5.991,3.722403
2026-04-27T15:35:08.972557+00:00,claude_projects_opus,claude-opus-4-7,R11-HP-02,HOT,0.047670,3.660,3.722403
2026-04-27T15:35:21.990121+00:00,claude_projects_opus,claude-opus-4-7,R11-HP-03,HOT,0.049650,12.601,3.722403
2026-04-27T15:35:27.162730+00:00,claude_projects_opus,claude-opus-4-7,R11-HP-04,HOT,0.050880,4.741,3.722403
2026-04-27T15:35:31.748613+00:00,claude_projects_opus,claude-opus-4-7,R11-HP-05,HOT,0.051375,4.166,3.722403
2026-04-27T15:35:34.829005+00:00,claude_projects_opus,claude-opus-4-7,R11-HP-06,HOT,0.046905,2.650,3.722403
2026-04-27T15:35:38.186960+00:00,claude_projects_opus,claude-opus-4-7,R11-HP-07,HOT,0.046755,2.945,3.722403
2026-04-27T15:35:41.396331+00:00,claude_projects_opus,claude-opus-4-7,R11-HP-08,HOT,0.046020,2.778,3.722403
2026-04-27T14:57:20.550720+00:00,chatgpt_memory,gpt-4o,R11-CS-01,HOT,0.038218,60.587,1.076546
2026-04-27T14:58:21.826085+00:00,chatgpt_memory,gpt-4o,R11-CS-02,HOT,0.038290,60.855,1.076546
2026-04-27T14:59:07.547647+00:00,chatgpt_memory,gpt-4o,R11-CS-03,HOT,0.038492,45.289,1.076546
2026-04-27T15:00:23.687385+00:00,chatgpt_memory,gpt-4o,R11-CS-04,HOT,0.038265,75.710,1.076546
2026-04-27T15:01:09.272993+00:00,chatgpt_memory,gpt-4o,R11-CS-05,HOT,0.038468,45.153,1.076546
2026-04-27T15:02:39.618612+00:00,chatgpt_memory,gpt-4o,R11-CS-07,HOT,0.038358,14.614,1.076546
2026-04-27T15:03:40.700795+00:00,chatgpt_memory,gpt-4o,R11-CS-08,HOT,0.038525,60.642,1.076546
2026-04-27T15:04:41.873206+00:00,chatgpt_memory,gpt-4o,R11-CS-09,HOT,0.038295,60.748,1.076546
2026-04-27T15:06:00.327015+00:00,chatgpt_memory,gpt-4o,R11-AM-01,HOT,0.038245,78.018,1.076546
2026-04-27T15:06:59.150013+00:00,chatgpt_memory,gpt-4o,R11-AM-03,HOT,0.038382,1.473,1.076546
2026-04-27T15:08:15.408890+00:00,chatgpt_memory,gpt-4o,R11-AM-04,HOT,0.038405,75.893,1.076546
2026-04-27T15:09:00.901887+00:00,chatgpt_memory,gpt-4o,R11-AM-05,HOT,0.038262,45.124,1.076546
2026-04-27T15:10:50.012770+00:00,chatgpt_memory,gpt-4o,R11-AM-08,HOT,0.038340,19.054,1.076546
2026-04-27T15:13:21.368663+00:00,chatgpt_memory,gpt-4o,R11-EG-02,HOT,0.038550,67.428,1.076546
2026-04-27T15:15:49.546276+00:00,chatgpt_memory,gpt-4o,R11-EG-06,HOT,0.038493,1.174,1.076546
2026-04-27T15:16:22.034635+00:00,chatgpt_memory,gpt-4o,R11-EG-07,HOT,0.038445,32.058,1.076546
2026-04-27T15:16:49.315681+00:00,chatgpt_memory,gpt-4o,R11-EG-08,HOT,0.038248,26.850,1.076546
2026-04-27T15:17:23.808220+00:00,chatgpt_memory,gpt-4o,R11-EG-09,HOT,0.038325,34.039,1.076546
2026-04-27T15:18:53.138653+00:00,chatgpt_memory,gpt-4o,R11-MJ-02,HOT,0.038295,30.943,1.076546
2026-04-27T15:19:50.604303+00:00,chatgpt_memory,gpt-4o,R11-MJ-03,HOT,0.038232,57.032,1.076546
2026-04-27T15:21:56.157137+00:00,chatgpt_memory,gpt-4o,R11-MJ-05,HIT,0.038470,51.839,1.076546
2026-04-27T15:23:27.263751+00:00,chatgpt_memory,gpt-4o,R11-MJ-07,HOT,0.038375,30.797,1.076546
2026-04-27T15:24:36.364345+00:00,chatgpt_memory,gpt-4o,R11-RC-01,HOT,0.038317,11.431,1.076546
2026-04-27T15:25:11.848003+00:00,chatgpt_memory,gpt-4o,R11-RC-02,HOT,0.038335,35.108,1.076546
2026-04-27T15:32:22.121263+00:00,chatgpt_memory,gpt-4o,R11-HP-01,HOT,0.038522,17.223,1.076546
2026-04-27T15:34:23.914262+00:00,chatgpt_memory,gpt-4o,R11-HP-03,HOT,0.038600,61.232,1.076546
2026-04-27T15:35:29.407841+00:00,chatgpt_memory,gpt-4o,R11-HP-04,HOT,0.038505,65.051,1.076546
2026-04-27T15:37:27.587348+00:00,chatgpt_memory,gpt-4o,R11-HP-06,HOT,0.038375,63.144,1.076546
2026-04-27T15:35:47.114261+00:00,gemini_gems,gemini-2.5-pro,R11-CS-01,HOT,0.020305,4.217,4.734932
2026-04-27T15:35:52.235239+00:00,gemini_gems,gemini-2.5-pro,R11-CS-02,HOT,0.020291,4.284,4.734932
2026-04-27T15:35:58.729598+00:00,gemini_gems,gemini-2.5-pro,R11-CS-03,MISS,0.020130,5.629,4.734932
2026-04-27T15:36:05.768311+00:00,gemini_gems,gemini-2.5-pro,R11-CS-04,MISS,0.020141,6.147,4.734932
2026-04-27T15:36:12.435027+00:00,gemini_gems,gemini-2.5-pro,R11-CS-05,HOT,0.020425,5.781,4.734932
2026-04-27T15:36:19.373836+00:00,gemini_gems,gemini-2.5-pro,R11-CS-06,HOT,0.020283,6.045,4.734932
2026-04-27T15:36:31.015509+00:00,gemini_gems,gemini-2.5-pro,R11-CS-07,HIT,0.020212,10.750,4.734932
2026-04-27T15:36:37.201627+00:00,gemini_gems,gemini-2.5-pro,R11-CS-08,HOT,0.020301,5.297,4.734932
2026-04-27T15:36:43.666716+00:00,gemini_gems,gemini-2.5-pro,R11-CS-09,MISS,0.020161,5.573,4.734932
2026-04-27T15:36:50.038828+00:00,gemini_gems,gemini-2.5-pro,R11-AM-01,MISS,0.020157,5.481,4.734932
2026-04-27T15:36:55.000335+00:00,gemini_gems,gemini-2.5-pro,R11-AM-02,HOT,0.020276,4.071,4.734932
2026-04-27T15:37:00.217363+00:00,gemini_gems,gemini-2.5-pro,R11-AM-03,HOT,0.020236,4.310,4.734932
2026-04-27T15:37:06.152688+00:00,gemini_gems,gemini-2.5-pro,R11-AM-04,HOT,0.020276,5.043,4.734932
2026-04-27T15:37:20.291636+00:00,gemini_gems,gemini-2.5-pro,R11-AM-05,MISS,0.020129,13.242,4.734932
2026-04-27T15:37:27.437962+00:00,gemini_gems,gemini-2.5-pro,R11-AM-06,MISS,0.020214,6.252,4.734932
2026-04-27T15:37:33.743990+00:00,gemini_gems,gemini-2.5-pro,R11-AM-07,HOT,0.020301,5.346,4.734932
2026-04-27T15:37:40.515026+00:00,gemini_gems,gemini-2.5-pro,R11-AM-08,MISS,0.020145,5.867,4.734932
2026-04-27T15:37:47.318151+00:00,gemini_gems,gemini-2.5-pro,R11-EG-01,MISS,0.020143,5.904,4.734932
2026-04-27T15:37:53.907521+00:00,gemini_gems,gemini-2.5-pro,R11-EG-02,HOT,0.020334,5.694,4.734932
2026-04-27T15:38:00.679134+00:00,gemini_gems,gemini-2.5-pro,R11-EG-03,MISS,0.020223,5.871,4.734932
2026-04-27T15:38:06.922186+00:00,gemini_gems,gemini-2.5-pro,R11-EG-04,MISS,0.020134,5.352,4.734932
2026-04-27T15:38:13.353130+00:00,gemini_gems,gemini-2.5-pro,R11-EG-05,MISS,0.020136,5.536,4.734932
2026-04-27T15:38:19.983200+00:00,gemini_gems,gemini-2.5-pro,R11-EG-06,MISS,0.020154,5.719,4.734932
2026-04-27T15:38:27.021523+00:00,gemini_gems,gemini-2.5-pro,R11-EG-07,MISS,0.020146,6.146,4.734932
2026-04-27T15:38:32.591778+00:00,gemini_gems,gemini-2.5-pro,R11-EG-08,HOT,0.020267,4.671,4.734932
2026-04-27T15:38:39.329175+00:00,gemini_gems,gemini-2.5-pro,R11-EG-09,MISS,0.020131,5.834,4.734932
2026-04-27T15:38:44.904758+00:00,gemini_gems,gemini-2.5-pro,R11-MJ-01,HOT,0.020262,4.682,4.734932
2026-04-27T15:38:50.266224+00:00,gemini_gems,gemini-2.5-pro,R11-MJ-02,HOT,0.020302,4.468,4.734932
2026-04-27T15:38:56.733680+00:00,gemini_gems,gemini-2.5-pro,R11-MJ-03,HOT,0.020265,5.569,4.734932
2026-04-27T15:39:02.628707+00:00,gemini_gems,gemini-2.5-pro,R11-MJ-04,HIT,0.020400,4.997,4.734932
2026-04-27T15:39:11.366109+00:00,gemini_gems,gemini-2.5-pro,R11-MJ-05,MISS,0.020149,7.840,4.734932
2026-04-27T15:39:17.919042+00:00,gemini_gems,gemini-2.5-pro,R11-MJ-06,MISS,0.020351,5.620,4.734932
2026-04-27T15:39:25.615348+00:00,gemini_gems,gemini-2.5-pro,R11-MJ-07,MISS,0.020136,6.783,4.734932
2026-04-27T15:39:32.764425+00:00,gemini_gems,gemini-2.5-pro,R11-MJ-08,HOT,0.020351,6.272,4.734932
2026-04-27T15:39:39.672043+00:00,gemini_gems,gemini-2.5-pro,R11-RC-01,HIT,0.020205,5.983,4.734932
2026-04-27T15:39:45.604060+00:00,gemini_gems,gemini-2.5-pro,R11-RC-02,HOT,0.020306,5.006,4.734932
2026-04-27T15:39:52.420224+00:00,gemini_gems,gemini-2.5-pro,R11-RC-03,HOT,0.020244,5.889,4.734932
2026-04-27T15:39:57.639665+00:00,gemini_gems,gemini-2.5-pro,R11-RC-04,HOT,0.020315,4.293,4.734932
2026-04-27T15:40:04.514698+00:00,gemini_gems,gemini-2.5-pro,R11-RC-05,MISS,0.020137,5.898,4.734932
2026-04-27T15:40:10.632738+00:00,gemini_gems,gemini-2.5-pro,R11-RC-06,HOT,0.020454,5.193,4.734932
2026-04-27T15:40:17.097777+00:00,gemini_gems,gemini-2.5-pro,R11-RC-07,HOT,0.020427,5.540,4.734932
2026-04-27T15:40:23.979530+00:00,gemini_gems,gemini-2.5-pro,R11-RC-08,MISS,0.020143,5.959,4.734932
2026-04-27T15:40:30.055672+00:00,gemini_gems,gemini-2.5-pro,R11-HP-01,HOT,0.020354,5.150,4.734932
2026-04-27T15:40:35.550014+00:00,gemini_gems,gemini-2.5-pro,R11-HP-02,HOT,0.020322,4.577,4.734932
2026-04-27T15:40:42.058510+00:00,gemini_gems,gemini-2.5-pro,R11-HP-03,HIT,0.020242,5.584,4.734932
2026-04-27T15:40:49.839114+00:00,gemini_gems,gemini-2.5-pro,R11-HP-04,MISS,0.020136,6.866,4.734932
2026-04-27T15:40:56.894948+00:00,gemini_gems,gemini-2.5-pro,R11-HP-05,HOT,0.020331,6.132,4.734932
2026-04-27T15:41:03.558352+00:00,gemini_gems,gemini-2.5-pro,R11-HP-06,HIT,0.020326,5.736,4.734932
2026-04-27T15:41:09.257215+00:00,gemini_gems,gemini-2.5-pro,R11-HP-07,HOT,0.020352,4.774,4.734932
2026-04-27T15:41:15.655501+00:00,gemini_gems,gemini-2.5-pro,R11-HP-08,HOT,0.020368,5.472,4.734932
