ts,condition,vendor,model,cathedral,qid,grade,cost_usd,latency_s,running_total_usd
2026-04-24T14:07:22.667345+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-MJ-01,HOT,0.011881,4.885,0.569297
2026-04-24T14:07:27.032132+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-MJ-02,HIT,0.005309,3.864,0.569297
2026-04-24T14:07:31.158565+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-MJ-03,MISS,0.007503,3.629,0.569297
2026-04-24T14:07:35.545540+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-MJ-04,HIT,0.011991,3.897,0.569297
2026-04-24T14:07:40.093843+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-MJ-05,MISS,0.005435,4.058,0.569297
2026-04-24T14:07:45.807008+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-MJ-06,MISS,0.005357,5.215,0.569297
2026-04-24T14:07:48.917595+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-MJ-07,MISS,0.005289,2.610,0.569297
2026-04-24T14:07:53.550528+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-MJ-08,MISS,0.005398,4.135,0.569297
2026-04-24T14:07:56.263040+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-RC-01,HOT,0.011887,2.214,0.569297
2026-04-24T14:07:58.945577+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-RC-02,HOT,0.011865,2.181,0.569297
2026-04-24T14:08:03.188134+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-RC-03,HOT,0.011883,3.741,0.569297
2026-04-24T14:08:05.897018+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-RC-04,HOT,0.011874,2.207,0.569297
2026-04-24T14:08:09.259692+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-RC-05,HOT,0.012119,2.866,0.569297
2026-04-24T14:08:13.407368+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-RC-06,HOT,0.012156,3.646,0.569297
2026-04-24T14:08:16.552846+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-RC-07,HOT,0.011984,2.646,0.569297
2026-04-24T14:08:20.355794+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-RC-08,HOT,0.012048,3.306,0.569297
2026-04-24T14:08:23.066130+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-HP-01,HOT,0.012006,2.211,0.569297
2026-04-24T14:08:25.548100+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-HP-02,HIT,0.012037,1.984,0.569297
2026-04-24T14:08:28.697746+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-HP-03,HOT,0.012411,2.647,0.569297
2026-04-24T14:08:32.541266+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-HP-04,HOT,0.012058,3.355,0.569297
2026-04-24T14:08:35.473900+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-HP-05,HOT,0.012398,2.431,0.569297
2026-04-24T14:08:40.204801+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-HP-06,HOT,0.013111,4.232,0.569297
2026-04-24T14:08:41.949917+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-HP-07,HOT,0.011792,1.265,0.569297
2026-04-24T14:08:44.314655+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-HP-08,HOT,0.011914,1.886,0.569297
