ts,condition,vendor,model,cathedral,qid,grade,cost_usd,latency_s,running_total_usd
2026-04-24T03:56:17.534993+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-HP-07,MISS,0.268545,1.644,8.486242
2026-04-24T03:56:21.651467+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-HP-08,HIT,0.160245,3.691,8.486242
2026-04-24T03:54:55.026422+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-CS-01,HOT,0.011743,1.543,0.406557
2026-04-24T03:54:57.123470+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-CS-02,HOT,0.011750,1.670,0.406557
2026-04-24T03:54:59.407746+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-CS-03,HOT,0.011767,1.860,0.406557
2026-04-24T03:55:01.622419+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-CS-04,HOT,0.011818,1.789,0.406557
2026-04-24T03:55:04.689127+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-CS-05,HOT,0.012222,2.642,0.406557
2026-04-24T03:55:07.703852+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-CS-06,MISS,0.005359,2.585,0.406557
2026-04-24T03:55:09.501590+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-CS-07,HOT,0.011702,1.372,0.406557
2026-04-24T03:55:11.730870+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-CS-08,HOT,0.011873,1.803,0.406557
2026-04-24T03:55:14.080288+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-CS-09,HIT,0.005126,1.919,0.406557
2026-04-24T03:55:18.133315+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-AM-01,MISS,0.005414,3.624,0.406557
2026-04-24T03:55:21.571241+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-AM-02,HIT,0.005600,3.012,0.406557
2026-04-24T03:55:24.759841+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-AM-03,HIT,0.013413,2.751,0.406557
2026-04-24T03:55:26.836438+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-AM-04,HIT,0.004921,1.644,0.406557
2026-04-24T03:55:30.335542+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-AM-05,MISS,0.009328,3.067,0.406557
2026-04-24T03:55:34.728279+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-AM-06,MISS,0.008789,3.967,0.406557
2026-04-24T03:55:38.570905+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-AM-07,HIT,0.005623,3.408,0.406557
2026-04-24T03:55:41.339093+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-AM-08,HIT,0.005109,2.328,0.406557
2026-04-24T03:55:44.413117+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-EG-01,MISS,0.012183,2.649,0.406557
2026-04-24T03:55:49.513476+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-EG-02,MISS,0.012553,4.673,0.406557
2026-04-24T03:55:55.916418+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-EG-03,HIT,0.012396,5.970,0.406557
2026-04-24T03:56:00.896161+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-EG-04,HIT,0.013099,4.552,0.406557
2026-04-24T03:56:03.496039+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-EG-05,HIT,0.005011,2.157,0.406557
2026-04-24T03:56:07.994454+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-EG-06,MISS,0.005499,4.074,0.406557
2026-04-24T03:56:11.289315+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-EG-07,HIT,0.005360,2.863,0.406557
2026-04-24T03:56:14.161151+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-EG-08,HIT,0.012182,2.447,0.406557
2026-04-24T03:56:17.231347+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-EG-09,HIT,0.005236,2.644,0.406557
2026-04-24T03:56:19.808305+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-MJ-01,MISS,0.012062,2.144,0.406557
2026-04-24T03:56:22.479524+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-MJ-02,MISS,0.005194,2.247,0.406557
2026-04-24T03:56:26.193494+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-MJ-03,HIT,0.012254,3.276,0.406557
2026-04-24T03:56:29.862883+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-MJ-04,HIT,0.005587,3.242,0.406557
2026-04-24T03:56:32.992156+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-MJ-05,HIT,0.005226,2.706,0.406557
2026-04-24T03:56:35.603328+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-MJ-06,HIT,0.005093,2.186,0.406557
2026-04-24T03:56:38.488811+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-MJ-07,MISS,0.005269,2.456,0.406557
2026-04-24T03:56:40.966222+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-MJ-08,HIT,0.005119,2.048,0.406557
2026-04-24T03:56:44.058429+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-RC-01,HIT,0.005286,2.668,0.406557
2026-04-24T03:56:46.863335+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-RC-02,HIT,0.005146,2.379,0.406557
2026-04-24T03:56:49.292018+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-RC-03,HIT,0.005031,2.000,0.406557
2026-04-24T03:56:52.540685+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-RC-04,HIT,0.005477,2.788,0.406557
2026-04-24T03:56:56.887005+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-RC-05,HIT,0.005450,3.902,0.406557
2026-04-24T03:56:59.649905+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-RC-06,HIT,0.005235,2.329,0.406557
2026-04-24T03:57:02.492020+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-RC-07,HIT,0.012071,2.415,0.406557
2026-04-24T03:57:07.512127+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-RC-08,HIT,0.005781,4.576,0.406557
2026-04-24T03:57:10.368326+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-HP-01,HIT,0.005245,2.416,0.406557
2026-04-24T03:57:12.765146+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-HP-02,MISS,0.011897,1.925,0.406557
2026-04-24T03:57:16.116526+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-HP-03,MISS,0.005416,2.911,0.406557
2026-04-24T03:57:18.839060+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-HP-04,MISS,0.012060,2.292,0.406557
2026-04-24T03:57:22.450280+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-HP-05,HIT,0.004975,3.175,0.406557
2026-04-24T03:57:25.896288+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-HP-06,HIT,0.005304,3.014,0.406557
2026-04-24T03:57:29.235746+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-HP-07,MISS,0.013413,2.902,0.406557
2026-04-24T03:57:32.065661+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-HP-08,HIT,0.007890,2.406,0.406557
2026-04-24T03:56:27.753377+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-CS-01,HOT,0.009954,3.521,8.823859
2026-04-24T03:56:30.302105+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-CS-02,HOT,0.009954,2.122,8.823859
2026-04-24T03:56:33.225786+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-CS-03,HOT,0.009987,2.490,8.823859
2026-04-24T03:56:36.316294+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-CS-04,HOT,0.010036,2.660,8.823859
2026-04-24T03:56:39.158726+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-CS-05,HOT,0.009991,2.416,8.823859
2026-04-24T03:56:42.344703+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-CS-06,MISS,0.004070,2.759,8.823859
2026-04-24T03:56:46.063595+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-CS-07,HOT,0.009981,3.290,8.823859
2026-04-24T03:56:49.253953+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-CS-08,HOT,0.009957,2.765,8.823859
2026-04-24T03:56:52.030498+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-CS-09,HIT,0.004070,2.324,8.823859
2026-04-24T03:56:54.897085+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-AM-01,MISS,0.004102,2.438,8.823859
2026-04-24T03:56:59.179979+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-AM-02,HIT,0.004133,3.854,8.823859
2026-04-24T03:57:03.926822+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-AM-03,HIT,0.012632,4.322,8.823859
2026-04-24T03:57:06.370762+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-AM-04,HIT,0.004018,2.020,8.823859
2026-04-24T03:57:10.330351+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-AM-05,MISS,0.007455,3.532,8.823859
2026-04-24T03:57:12.378360+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-AM-06,MISS,0.006485,1.589,8.823859
2026-04-24T03:57:14.870989+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-AM-07,HIT,0.004071,2.051,8.823859
2026-04-24T03:57:17.291531+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-AM-08,HIT,0.004048,1.990,8.823859
2026-04-24T03:57:20.295112+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-EG-01,MISS,0.009991,2.561,8.823859
2026-04-24T03:57:24.575389+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-EG-02,MISS,0.014492,3.843,8.823859
2026-04-24T03:57:30.164045+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-EG-03,HIT,0.010125,5.162,8.823859
2026-04-24T03:57:35.099252+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-EG-04,MISS,0.012501,4.508,8.823859
2026-04-24T03:57:39.947681+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-EG-05,HIT,0.004262,4.393,8.823859
2026-04-24T03:57:45.347698+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-EG-06,MISS,0.004226,4.968,8.823859
2026-04-24T03:57:48.115878+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-EG-07,HIT,0.004062,2.328,8.823859
2026-04-24T03:57:51.403332+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-EG-08,HIT,0.010021,2.853,8.823859
2026-04-24T03:57:55.711890+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-EG-09,HIT,0.004155,3.873,8.823859
2026-04-24T03:57:58.542835+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-MJ-01,MISS,0.009993,2.384,8.823859
2026-04-24T03:58:01.020553+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-MJ-02,MISS,0.004089,2.041,8.823859
2026-04-24T03:58:04.156435+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-MJ-03,HIT,0.010011,2.701,8.823859
2026-04-24T03:58:06.947555+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-MJ-04,HIT,0.004089,2.347,8.823859
2026-04-24T03:58:09.521423+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-MJ-05,HIT,0.004037,2.141,8.823859
2026-04-24T03:58:12.101253+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-MJ-06,HIT,0.004052,2.119,8.823859
2026-04-24T03:58:14.149621+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-MJ-07,MISS,0.004032,1.613,8.823859
2026-04-24T03:58:18.412796+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-MJ-08,HIT,0.004147,3.831,8.823859
2026-04-24T03:58:20.847744+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-RC-01,HIT,0.004031,2.000,8.823859
2026-04-24T03:58:23.322926+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-RC-02,HIT,0.004049,2.039,8.823859
2026-04-24T03:58:26.976883+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-RC-03,HIT,0.004105,3.226,8.823859
2026-04-24T03:58:29.842917+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-RC-04,HIT,0.004081,2.436,8.823859
2026-04-24T03:58:33.709342+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-RC-05,HIT,0.004085,3.431,8.823859
2026-04-24T03:58:37.785369+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-RC-06,HIT,0.004264,3.646,8.823859
2026-04-24T03:58:41.706025+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-RC-07,HOT,0.010102,3.488,8.823859
2026-04-24T03:58:46.092696+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-RC-08,HIT,0.004229,3.959,8.823859
2026-04-24T03:58:51.081588+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-HP-01,HIT,0.004364,4.549,8.823859
2026-04-24T03:58:54.218585+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-HP-02,MISS,0.010023,2.700,8.823859
2026-04-24T03:58:59.612950+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-HP-03,MISS,0.004110,4.956,8.823859
2026-04-24T03:59:04.661565+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-HP-04,MISS,0.010074,4.607,8.823859
2026-04-24T03:59:06.786799+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-HP-05,MISS,0.003989,1.658,8.823859
2026-04-24T03:59:09.090340+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-HP-06,HIT,0.004030,1.857,8.823859
2026-04-24T03:59:12.663994+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-HP-07,MISS,0.012511,3.133,8.823859
2026-04-24T03:59:15.188316+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-HP-08,HIT,0.006341,2.041,8.823859
2026-04-24T03:57:35.158229+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-CS-01,HOT,0.246255,2.655,8.467497
2026-04-24T03:57:38.202820+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-CS-02,HOT,0.250095,2.586,8.467497
2026-04-24T03:57:41.663457+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-CS-03,HOT,0.251880,3.028,8.467497
2026-04-24T03:57:44.548914+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-CS-04,HOT,0.244515,2.460,8.467497
2026-04-24T03:57:49.274133+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-CS-05,HOT,0.253380,4.288,8.467497
2026-04-24T03:57:51.158894+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-CS-06,MISS,0.097815,1.452,8.467497
2026-04-24T03:57:53.596905+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-CS-07,HOT,0.248460,2.003,8.467497
2026-04-24T03:57:55.883414+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-CS-08,HOT,0.245100,1.847,8.467497
2026-04-24T03:57:57.705757+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-CS-09,MISS,0.097890,1.384,8.467497
2026-04-24T03:57:59.565203+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-AM-01,MISS,0.097890,1.419,8.467497
2026-04-24T03:58:01.680453+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-AM-02,MISS,0.097800,1.685,8.467497
2026-04-24T03:58:03.700895+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-AM-03,MISS,0.268455,1.588,8.467497
2026-04-24T03:58:06.368429+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-AM-04,MISS,0.097845,2.233,8.467497
2026-04-24T03:58:09.466180+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-AM-05,MISS,0.184830,2.660,8.467497
2026-04-24T03:58:11.551998+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-AM-06,MISS,0.161760,1.627,8.467497
2026-04-24T03:58:14.466842+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-AM-07,HIT,0.101625,2.477,8.467497
2026-04-24T03:58:17.380899+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-AM-08,MISS,0.097890,2.490,8.467497
2026-04-24T03:58:21.502501+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-EG-01,HIT,0.253200,3.685,8.467497
2026-04-24T03:58:23.932502+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-EG-02,MISS,0.240930,1.993,8.467497
2026-04-24T03:58:26.031428+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-EG-03,MISS,0.244620,1.667,8.467497
2026-04-24T03:58:30.165020+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-EG-04,MISS,0.254400,3.696,8.467497
2026-04-24T03:58:32.246696+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-EG-05,MISS,0.097845,1.642,8.467497
2026-04-24T03:58:35.793323+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-EG-06,MISS,0.103800,3.115,8.467497
2026-04-24T03:58:38.654014+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-EG-07,HIT,0.100860,2.428,8.467497
2026-04-24T03:58:44.212663+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-EG-08,HIT,0.257190,5.122,8.467497
2026-04-24T03:58:46.001785+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-EG-09,MISS,0.097800,1.351,8.467497
2026-04-24T03:58:48.447966+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-MJ-01,MISS,0.244635,2.006,8.467497
2026-04-24T03:58:51.393574+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-MJ-02,MISS,0.102090,2.517,8.467497
2026-04-24T03:58:54.637388+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-MJ-03,HIT,0.249195,2.805,8.467497
