ts,condition,model,qid,grade,cost_usd,latency_s,running_total_usd
2026-04-24T13:13:44.598772+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-AM-07,MISS,0.007820,5.267,0.363855
2026-04-24T13:13:49.764244+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-AM-08,MISS,0.007426,4.760,0.363855
2026-04-24T13:13:54.001006+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-EG-01,HIT,0.006792,3.855,0.363855
2026-04-24T13:13:57.791492+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-EG-02,MISS,0.006876,3.412,0.363855
2026-04-24T13:14:00.791076+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-EG-03,MISS,0.006720,2.618,0.363855
2026-04-24T13:14:03.707910+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-EG-04,MISS,0.006787,2.531,0.363855
2026-04-24T13:14:08.346326+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-EG-05,MISS,0.007056,4.251,0.363855
2026-04-24T13:14:11.852530+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-EG-06,MISS,0.006615,3.126,0.363855
2026-04-24T13:14:15.649637+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-EG-07,MISS,0.006783,3.417,0.363855
2026-04-24T13:14:20.199034+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-EG-08,MISS,0.006770,4.165,0.363855
2026-04-24T13:14:23.281230+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-EG-09,MISS,0.006577,2.701,0.363855
2026-04-24T13:14:27.657744+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-MJ-01,MISS,0.005509,3.990,0.363855
2026-04-24T13:14:31.370784+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-MJ-02,HIT,0.005349,3.331,0.363855
2026-04-24T13:14:36.964984+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-MJ-03,MISS,0.006068,5.211,0.363855
2026-04-24T13:14:40.881256+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-MJ-04,MISS,0.006705,3.528,0.363855
2026-04-24T13:14:44.630364+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-MJ-05,MISS,0.005485,3.359,0.363855
2026-04-24T13:14:47.717552+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-MJ-06,MISS,0.005227,2.706,0.363855
2026-04-24T13:14:50.703354+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-MJ-07,MISS,0.005249,2.602,0.363855
2026-04-24T13:14:54.252326+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-MJ-08,MISS,0.005308,3.166,0.363855
2026-04-24T13:14:58.520839+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-RC-01,HIT,0.006916,3.893,0.363855
2026-04-24T13:15:02.121909+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-RC-02,MISS,0.005275,3.220,0.363855
2026-04-24T13:15:05.413805+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-RC-03,MISS,0.006852,2.909,0.363855
2026-04-24T13:15:09.395525+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-RC-04,MISS,0.005394,3.601,0.363855
2026-04-24T13:15:13.568487+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-RC-05,MISS,0.006903,3.792,0.363855
2026-04-24T13:15:16.838544+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-RC-06,MISS,0.006435,2.890,0.363855
2026-04-24T13:15:20.786639+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-RC-07,MISS,0.006808,3.569,0.363855
2026-04-24T13:15:26.210511+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-RC-08,MISS,0.006977,4.990,0.363855
2026-04-24T13:15:29.460973+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-HP-01,MISS,0.005546,2.866,0.363855
2026-04-24T13:15:33.023948+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-HP-02,MISS,0.006746,3.184,0.363855
2026-04-24T13:15:35.413098+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-HP-03,MISS,0.006420,1.976,0.363855
2026-04-24T13:15:39.525021+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-HP-04,MISS,0.006727,3.728,0.363855
2026-04-24T13:15:42.162755+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-HP-05,MISS,0.006537,2.219,0.363855
2026-04-24T13:15:46.643092+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-HP-06,MISS,0.007149,4.090,0.363855
2026-04-24T13:15:50.315247+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-HP-07,MISS,0.006581,3.277,0.363855
2026-04-24T13:15:53.718720+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-HP-08,MISS,0.006548,3.022,0.363855
2026-04-24T13:15:05.251760+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-CS-01,HIT,0.000633,1.583,0.039895
2026-04-24T13:15:08.284283+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-CS-02,HIT,0.000775,2.653,0.039895
2026-04-24T13:15:11.579507+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-CS-03,MISS,0.000857,2.919,0.039895
2026-04-24T13:15:14.078984+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-CS-04,HIT,0.000761,2.120,0.039895
2026-04-24T13:15:17.909930+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-CS-05,HIT,0.000753,3.449,0.039895
2026-04-24T13:15:20.793134+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-CS-06,MISS,0.000675,2.501,0.039895
2026-04-24T13:15:24.536231+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-CS-07,HIT,0.000697,3.318,0.039895
2026-04-24T13:15:27.085622+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-CS-08,MISS,0.000793,2.150,0.039895
2026-04-24T13:15:30.635066+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-CS-09,MISS,0.000740,3.168,0.039895
2026-04-24T13:15:33.136760+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-AM-01,HIT,0.000898,2.116,0.039895
2026-04-24T13:15:36.963084+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-AM-02,MISS,0.000701,3.418,0.039895
2026-04-24T13:15:39.516266+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-AM-03,MISS,0.000747,2.174,0.039895
2026-04-24T13:15:42.316141+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-AM-04,MISS,0.000757,2.382,0.039895
2026-04-24T13:15:45.329836+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-AM-05,MISS,0.000740,2.609,0.039895
2026-04-24T13:15:48.254926+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-AM-06,MISS,0.000862,2.534,0.039895
2026-04-24T13:15:50.908668+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-AM-07,MISS,0.000957,2.273,0.039895
2026-04-24T13:15:54.092727+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-AM-08,MISS,0.001023,2.796,0.039895
2026-04-24T13:15:57.631900+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-EG-01,MISS,0.000866,3.149,0.039895
2026-04-24T13:15:59.586059+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-EG-02,MISS,0.000695,1.573,0.039895
2026-04-24T13:16:02.988098+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-EG-03,MISS,0.000849,3.020,0.039895
2026-04-24T13:16:04.534856+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-EG-04,MISS,0.000631,1.167,0.039895
2026-04-24T13:16:07.208681+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-EG-05,MISS,0.000765,2.295,0.039895
2026-04-24T13:16:11.953699+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-EG-06,MISS,0.000879,4.361,0.039895
2026-04-24T13:16:13.812960+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-EG-07,MISS,0.000752,1.478,0.039895
2026-04-24T13:16:15.741543+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-EG-08,MISS,0.000669,1.544,0.039895
2026-04-24T13:16:18.876569+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-EG-09,MISS,0.000726,2.744,0.039895
2026-04-24T13:16:21.388474+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-MJ-01,MISS,0.000603,2.116,0.039895
2026-04-24T13:16:24.639005+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-MJ-02,HIT,0.000792,2.870,0.039895
2026-04-24T13:16:26.812389+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-MJ-03,MISS,0.000646,1.794,0.039895
2026-04-24T13:16:29.180212+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-MJ-04,MISS,0.000714,1.952,0.039895
2026-04-24T13:16:31.728884+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-MJ-05,MISS,0.000833,2.167,0.039895
2026-04-24T13:16:37.160721+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-MJ-06,MISS,0.000900,5.054,0.039895
2026-04-24T13:16:40.361636+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-MJ-07,MISS,0.000962,2.815,0.039895
2026-04-24T13:16:43.295645+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-MJ-08,MISS,0.000841,2.554,0.039895
2026-04-24T13:16:46.528854+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-RC-01,HIT,0.000810,2.856,0.039895
2026-04-24T13:16:50.412388+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-RC-02,MISS,0.000858,3.499,0.039895
2026-04-24T13:16:53.365058+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-RC-03,MISS,0.000866,2.554,0.039895
2026-04-24T13:16:56.393685+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-RC-04,MISS,0.000912,2.638,0.039895
2026-04-24T13:17:00.871514+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-RC-05,MISS,0.001072,4.087,0.039895
2026-04-24T13:17:03.862283+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-RC-06,MISS,0.000774,2.610,0.039895
2026-04-24T13:17:06.675068+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-RC-07,MISS,0.000942,2.431,0.039895
2026-04-24T13:17:09.887161+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-RC-08,MISS,0.000911,2.832,0.039895
2026-04-24T13:17:12.790853+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-HP-01,MISS,0.000689,2.518,0.039895
2026-04-24T13:17:17.108582+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-HP-02,MISS,0.000790,3.938,0.039895
2026-04-24T13:17:19.740389+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-HP-03,MISS,0.000829,2.222,0.039895
2026-04-24T13:17:21.855765+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-HP-04,MISS,0.000796,1.735,0.039895
2026-04-24T13:17:25.261349+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-HP-05,MISS,0.000686,3.027,0.039895
2026-04-24T13:17:27.984298+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-HP-06,MISS,0.000856,2.342,0.039895
2026-04-24T13:17:31.126431+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-HP-07,MISS,0.000920,2.763,0.039895
2026-04-24T13:17:33.590960+00:00,cold_haiku,claude-haiku-4-5-20251001,R11-HP-08,MISS,0.000692,2.087,0.039895
2026-04-24T13:14:36.152341+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-CS-01,HOT,0.006149,1.749,0.361930
2026-04-24T13:14:38.371254+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-CS-02,HOT,0.006211,1.828,0.361930
2026-04-24T13:14:40.666572+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-CS-03,HOT,0.006203,1.902,0.361930
2026-04-24T13:14:42.684053+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-CS-04,HOT,0.006237,1.630,0.361930
2026-04-24T13:14:47.058536+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-CS-05,HOT,0.006504,3.977,0.361930
2026-04-24T13:14:49.351314+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-CS-06,HOT,0.006156,1.909,0.361930
2026-04-24T13:14:51.105682+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-CS-07,HOT,0.006163,1.369,0.361930
2026-04-24T13:14:53.753673+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-CS-08,HOT,0.006284,2.265,0.361930
2026-04-24T13:14:56.584649+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-CS-09,HOT,0.006236,2.454,0.361930
2026-04-24T13:15:00.672168+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-AM-01,HIT,0.007231,3.710,0.361930
2026-04-24T13:15:05.029467+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-AM-02,MISS,0.007299,3.980,0.361930
2026-04-24T13:15:09.791216+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-AM-03,HOT,0.007560,4.378,0.361930
2026-04-24T13:15:15.864837+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-AM-04,MISS,0.007458,5.689,0.361930
2026-04-24T13:15:20.442461+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-AM-05,MISS,0.007143,4.195,0.361930
2026-04-24T13:15:24.458640+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-AM-06,MISS,0.007290,3.636,0.361930
2026-04-24T13:15:28.696015+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-AM-07,MISS,0.007160,3.841,0.361930
2026-04-24T13:15:32.126247+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-AM-08,MISS,0.007016,3.053,0.361930
2026-04-24T13:15:34.940266+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-EG-01,HIT,0.006642,2.428,0.361930
2026-04-24T13:15:37.969649+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-EG-02,MISS,0.006601,2.649,0.361930
2026-04-24T13:15:41.678935+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-EG-03,MISS,0.006570,3.329,0.361930
2026-04-24T13:15:45.548223+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-EG-04,MISS,0.006787,3.484,0.361930
2026-04-24T13:15:49.202270+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-EG-05,MISS,0.006601,3.271,0.361930
2026-04-24T13:15:53.410426+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-EG-06,MISS,0.006630,3.822,0.361930
2026-04-24T13:15:56.902535+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-EG-07,MISS,0.006758,3.108,0.361930
2026-04-24T13:15:59.370121+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-EG-08,MISS,0.006485,2.084,0.361930
2026-04-24T13:16:03.771800+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-EG-09,MISS,0.006542,4.020,0.361930
2026-04-24T13:16:06.292779+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-MJ-01,MISS,0.005704,2.131,0.361930
2026-04-24T13:16:09.308219+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-MJ-02,HIT,0.005174,2.635,0.361930
2026-04-24T13:16:12.155438+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-MJ-03,MISS,0.005733,2.457,0.361930
2026-04-24T13:16:15.638326+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-MJ-04,MISS,0.006825,3.099,0.361930
2026-04-24T13:16:18.394929+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-MJ-05,MISS,0.005180,2.362,0.361930
2026-04-24T13:16:22.089278+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-MJ-06,MISS,0.005542,3.308,0.361930
2026-04-24T13:16:26.796701+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-MJ-07,MISS,0.005544,4.314,0.361930
2026-04-24T13:16:33.567883+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-MJ-08,MISS,0.005413,6.362,0.361930
2026-04-24T13:16:38.148303+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-RC-01,HIT,0.006936,4.192,0.361930
2026-04-24T13:16:41.391371+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-RC-02,MISS,0.005540,2.860,0.361930
2026-04-24T13:16:46.817906+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-RC-03,MISS,0.006952,5.044,0.361930
2026-04-24T13:16:50.301138+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-RC-04,MISS,0.005399,3.108,0.361930
2026-04-24T13:16:55.414423+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-RC-05,MISS,0.007033,4.705,0.361930
2026-04-24T13:17:02.236692+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-RC-06,MISS,0.006415,6.440,0.361930
2026-04-24T13:17:06.442178+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-RC-07,MISS,0.006518,3.819,0.361930
2026-04-24T13:17:12.023251+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-RC-08,MISS,0.007167,5.200,0.361930
2026-04-24T13:17:17.085738+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-HP-01,MISS,0.005351,4.679,0.361930
2026-04-24T13:17:20.839815+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-HP-02,MISS,0.006471,3.339,0.361930
2026-04-24T13:17:23.966987+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-HP-03,MISS,0.006420,2.737,0.361930
2026-04-24T13:17:28.664065+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-HP-04,MISS,0.006762,4.314,0.361930
2026-04-24T13:17:32.260117+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-HP-05,MISS,0.006512,3.215,0.361930
2026-04-24T13:17:35.937528+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-HP-06,MISS,0.006734,3.294,0.361930
2026-04-24T13:17:39.486664+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-HP-07,MISS,0.006836,3.170,0.361930
2026-04-24T13:17:42.126387+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-HP-08,MISS,0.006553,2.262,0.361930
2026-04-24T13:17:35.153093+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-CS-01,HOT,0.006169,1.177,0.363465
2026-04-24T13:17:37.098452+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-CS-02,HOT,0.006211,1.566,0.363465
2026-04-24T13:17:39.014003+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-CS-03,HOT,0.006213,1.538,0.363465
2026-04-24T13:17:40.840708+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-CS-04,HOT,0.006262,1.430,0.363465
2026-04-24T13:17:43.225900+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-CS-05,HOT,0.006309,2.011,0.363465
2026-04-24T13:17:45.582561+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-CS-06,HOT,0.006131,1.976,0.363465
2026-04-24T13:17:47.049527+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-CS-07,HOT,0.006128,1.088,0.363465
2026-04-24T13:17:48.862024+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-CS-08,HOT,0.006199,1.435,0.363465
2026-04-24T13:17:50.244557+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-CS-09,HOT,0.006241,1.000,0.363465
2026-04-24T13:17:54.171547+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-AM-01,HIT,0.007301,3.544,0.363465
2026-04-24T13:17:59.575381+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-AM-02,MISS,0.007389,5.021,0.363465
2026-04-24T13:18:03.383523+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-AM-03,MISS,0.007075,3.428,0.363465
2026-04-24T13:18:08.222425+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-AM-04,MISS,0.007663,4.450,0.363465
2026-04-24T13:18:12.416612+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-AM-05,MISS,0.007228,3.808,0.363465
2026-04-24T13:18:16.842849+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-AM-06,MISS,0.007505,4.045,0.363465
2026-04-24T13:18:21.332094+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-AM-07,MISS,0.007470,4.113,0.363465
2026-04-24T13:18:26.237526+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-AM-08,MISS,0.007531,4.525,0.363465
2026-04-24T13:18:30.488659+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-EG-01,MISS,0.006902,3.868,0.363465
2026-04-24T13:18:33.838214+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-EG-02,MISS,0.006581,2.965,0.363465
2026-04-24T13:18:36.556551+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-EG-03,MISS,0.006570,2.339,0.363465
2026-04-24T13:18:39.258350+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-EG-04,MISS,0.006707,2.325,0.363465
2026-04-24T13:18:42.788031+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-EG-05,MISS,0.006546,3.150,0.363465
2026-04-24T13:18:46.400805+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-EG-06,MISS,0.006865,3.235,0.363465
2026-04-24T13:18:49.204306+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-EG-07,MISS,0.006648,2.424,0.363465
2026-04-24T13:18:52.176861+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-EG-08,MISS,0.006630,2.593,0.363465
2026-04-24T13:18:54.995514+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-EG-09,MISS,0.006637,2.440,0.363465
2026-04-24T13:18:57.600848+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-MJ-01,MISS,0.005844,2.223,0.363465
2026-04-24T13:19:07.181241+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-MJ-02,HIT,0.005584,9.202,0.363465
2026-04-24T13:19:11.923347+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-MJ-03,MISS,0.005908,4.363,0.363465
2026-04-24T13:19:16.776692+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-MJ-04,MISS,0.006635,4.475,0.363465
2026-04-24T13:19:20.391584+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-MJ-05,MISS,0.005485,3.233,0.363465
2026-04-24T13:19:25.866674+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-MJ-06,MISS,0.005252,5.094,0.363465
2026-04-24T13:19:28.330063+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-MJ-07,MISS,0.005134,2.081,0.363465
2026-04-24T13:19:31.891794+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-MJ-08,MISS,0.005383,3.178,0.363465
2026-04-24T13:19:36.310757+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-RC-01,HIT,0.006796,4.039,0.363465
2026-04-24T13:19:40.556471+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-RC-02,MISS,0.005395,3.866,0.363465
2026-04-24T13:19:44.384565+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-RC-03,MISS,0.006652,3.449,0.363465
2026-04-24T13:19:48.047099+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-RC-04,MISS,0.005219,3.276,0.363465
2026-04-24T13:19:51.712234+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-RC-05,MISS,0.006833,3.286,0.363465
2026-04-24T13:19:54.976314+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-RC-06,MISS,0.006730,2.879,0.363465
2026-04-24T13:19:59.739520+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-RC-07,MISS,0.006828,4.383,0.363465
2026-04-24T13:20:03.789237+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-RC-08,MISS,0.006602,3.667,0.363465
2026-04-24T13:20:07.527844+00:00,lb_cathedral_haiku,claude-haiku-4-5-20251001,R11-HP-01,MISS,0.005616,3.359,0.363465
