ts,condition,vendor,model,cathedral,qid,grade,cost_usd,latency_s,running_total_usd
2026-04-24T14:10:10.695181+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-EG-02,HOT,0.012292,5.884,0.569877
2026-04-24T14:10:13.575698+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-EG-03,MISS,0.012491,2.387,0.569877
2026-04-24T14:10:16.461115+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-EG-04,HOT,0.011978,2.387,0.569877
2026-04-24T14:10:20.969531+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-EG-05,HOT,0.011857,4.012,0.569877
2026-04-24T14:10:25.713543+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-EG-06,HOT,0.011866,4.248,0.569877
2026-04-24T14:10:28.240643+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-EG-07,HOT,0.011939,2.030,0.569877
2026-04-24T14:10:32.001098+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-EG-08,HOT,0.011911,3.266,0.569877
2026-04-24T14:10:35.769077+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-EG-09,HOT,0.011838,3.271,0.569877
2026-04-24T14:10:39.785733+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-MJ-01,HOT,0.011941,3.520,0.569877
2026-04-24T14:10:44.245928+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-MJ-02,HIT,0.005614,3.965,0.569877
2026-04-24T14:10:47.876961+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-MJ-03,MISS,0.007533,3.135,0.569877
2026-04-24T14:10:50.501314+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-MJ-04,HIT,0.011821,2.128,0.569877
2026-04-24T14:10:55.857911+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-MJ-05,MISS,0.005585,4.858,0.569877
2026-04-24T14:10:58.888874+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-MJ-06,MISS,0.005292,2.544,0.569877
2026-04-24T14:11:02.305809+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-MJ-07,MISS,0.005094,2.919,0.569877
2026-04-24T14:11:06.657971+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-MJ-08,MISS,0.005673,3.851,0.569877
2026-04-24T14:11:09.692838+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-RC-01,HOT,0.011922,2.540,0.569877
2026-04-24T14:11:11.854774+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-RC-02,HOT,0.011865,1.666,0.569877
2026-04-24T14:11:14.844855+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-RC-03,HOT,0.011853,2.494,0.569877
2026-04-24T14:11:17.842081+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-RC-04,HOT,0.011924,2.500,0.569877
2026-04-24T14:11:22.035473+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-RC-05,HOT,0.012249,3.696,0.569877
2026-04-24T14:11:25.249395+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-RC-06,HOT,0.012196,2.720,0.569877
2026-04-24T14:11:27.686926+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-RC-07,HOT,0.011904,1.939,0.569877
2026-04-24T14:11:30.911366+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-RC-08,HOT,0.011963,2.723,0.569877
2026-04-24T14:11:35.536950+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-HP-01,HOT,0.012301,4.128,0.569877
2026-04-24T14:11:38.394047+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-HP-02,HOT,0.011867,2.359,0.569877
2026-04-24T14:11:41.231319+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-HP-03,HOT,0.012041,2.345,0.569877
2026-04-24T14:11:43.710527+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-HP-04,HOT,0.012203,1.984,0.569877
2026-04-24T14:11:47.609519+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-HP-05,HOT,0.012478,3.403,0.569877
2026-04-24T14:11:52.792902+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-HP-06,HOT,0.013381,4.685,0.569877
2026-04-24T14:11:54.938362+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-HP-07,HOT,0.011872,1.651,0.569877
2026-04-24T14:11:57.053314+00:00,anthropic_haiku_bishop,anthropic,claude-haiku-4-5-20251001,bishop,R11-HP-08,HOT,0.011849,1.617,0.569877
2026-04-24T14:11:59.375520+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-CS-01,HIT,0.245010,1.824,12.462327
2026-04-24T14:12:03.414861+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-CS-02,HOT,0.250125,3.569,12.462327
2026-04-24T14:12:07.826038+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-CS-03,HOT,0.252060,3.924,12.462327
2026-04-24T14:12:11.431612+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-CS-04,HIT,0.244740,3.110,12.462327
2026-04-24T14:12:15.600329+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-CS-05,HOT,0.253680,3.667,12.462327
2026-04-24T14:12:24.316044+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-CS-06,HOT,0.248970,8.218,12.462327
2026-04-24T14:12:27.014592+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-CS-07,HOT,0.248490,2.200,12.462327
2026-04-24T14:12:30.091085+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-CS-08,HOT,0.245130,2.576,12.462327
2026-04-24T14:12:35.214287+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-CS-09,HOT,0.251550,4.623,12.462327
2026-04-24T14:12:39.684147+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-AM-01,HOT,0.269625,3.971,12.462327
2026-04-24T14:12:46.429459+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-AM-02,HOT,0.272325,6.246,12.462327
2026-04-24T14:12:50.018556+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-AM-03,HOT,0.270345,3.108,12.462327
2026-04-24T14:12:52.952656+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-AM-04,HOT,0.274305,2.444,12.462327
2026-04-24T14:12:57.554601+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-AM-05,HOT,0.274620,4.109,12.462327
2026-04-24T14:13:01.855540+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-AM-06,HOT,0.270210,3.821,12.462327
2026-04-24T14:13:06.319535+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-AM-07,HOT,0.272610,3.987,12.462327
2026-04-24T14:13:12.851686+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-AM-08,HOT,0.269595,6.032,12.462327
2026-04-24T14:13:17.495059+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-EG-01,HOT,0.246930,4.199,12.462327
2026-04-24T14:13:21.460584+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-EG-02,HOT,0.251400,3.503,12.462327
2026-04-24T14:13:25.818468+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-EG-03,MISS,0.259035,3.895,12.462327
2026-04-24T14:13:38.071249+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-EG-04,HOT,0.253755,11.803,12.462327
2026-04-24T14:13:39.921260+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-EG-05,HOT,0.244965,1.390,12.462327
2026-04-24T14:13:43.843572+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-EG-06,HOT,0.251295,3.423,12.462327
2026-04-24T14:13:48.298821+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-EG-07,HOT,0.254055,3.964,12.462327
2026-04-24T14:13:51.892125+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-EG-08,HOT,0.244920,3.125,12.462327
2026-04-24T14:13:54.968203+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-EG-09,HOT,0.248850,2.588,12.462327
2026-04-24T14:13:58.656042+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-MJ-01,HOT,0.248145,3.209,12.462327
2026-04-24T14:14:08.035844+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-MJ-02,HIT,0.106860,8.897,12.462327
2026-04-24T14:14:11.562959+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-MJ-03,MISS,0.151920,3.054,12.462327
2026-04-24T14:14:14.336170+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-MJ-04,HIT,0.249420,2.297,12.462327
2026-04-24T14:14:17.900633+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-MJ-05,MISS,0.104265,3.098,12.462327
2026-04-24T14:14:20.801841+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-MJ-06,MISS,0.102600,2.458,12.462327
2026-04-24T14:14:24.978277+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-MJ-07,MISS,0.103125,3.703,12.462327
2026-04-24T14:14:28.583897+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-MJ-08,MISS,0.102990,3.157,12.462327
2026-04-24T14:14:33.366251+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-RC-01,HOT,0.249300,4.281,12.462327
2026-04-24T14:14:36.098266+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-RC-02,HOT,0.249960,2.260,12.462327
2026-04-24T14:14:39.861336+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-RC-03,HOT,0.253740,3.313,12.462327
2026-04-24T14:14:42.410081+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-RC-04,HOT,0.249015,2.075,12.462327
2026-04-24T14:14:46.561761+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-RC-05,HOT,0.253545,3.669,12.462327
2026-04-24T14:14:50.495528+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-RC-06,HOT,0.253410,3.475,12.462327
2026-04-24T14:14:55.239179+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-RC-07,HOT,0.256530,4.269,12.462327
2026-04-24T14:14:59.968175+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-RC-08,HOT,0.251025,4.253,12.462327
2026-04-24T14:15:04.228159+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-HP-01,HOT,0.253920,3.794,12.462327
2026-04-24T14:15:08.968195+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-HP-02,HOT,0.252960,4.266,12.462327
2026-04-24T14:15:12.529667+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-HP-03,HOT,0.252090,3.118,12.462327
2026-04-24T14:15:16.474590+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-HP-04,HOT,0.254445,3.484,12.462327
2026-04-24T14:15:19.504001+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-HP-05,HOT,0.255315,2.537,12.462327
2026-04-24T14:15:22.626003+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-HP-06,HOT,0.271695,2.655,12.462327
2026-04-24T14:15:25.194269+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-HP-07,HOT,0.248970,2.076,12.462327
2026-04-24T14:15:32.030766+00:00,anthropic_opus_bishop,anthropic,claude-opus-4-7,bishop,R11-HP-08,HOT,0.248610,6.352,12.462327
2026-04-24T14:15:39.446787+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-CS-01,HOT,0.009963,4.735,12.958300
2026-04-24T14:15:42.962109+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-CS-02,HOT,0.009946,3.018,12.958300
2026-04-24T14:15:46.336479+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-CS-03,HOT,0.009962,2.906,12.958300
2026-04-24T14:15:49.719306+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-CS-04,HOT,0.009994,2.910,12.958300
2026-04-24T14:15:53.729615+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-CS-05,HOT,0.009994,3.543,12.958300
2026-04-24T14:15:56.921205+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-CS-06,HOT,0.009990,2.725,12.958300
2026-04-24T14:16:00.802413+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-CS-07,HOT,0.010003,3.417,12.958300
2026-04-24T14:16:07.214505+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-CS-08,HOT,0.009974,5.964,12.958300
2026-04-24T14:16:11.474932+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-CS-09,HOT,0.010016,3.791,12.958300
2026-04-24T14:16:17.540011+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-AM-01,HOT,0.012570,5.564,12.958300
2026-04-24T14:16:22.007175+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-AM-02,HOT,0.012472,4.013,12.958300
2026-04-24T14:16:27.698878+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-AM-03,HOT,0.012480,5.194,12.958300
2026-04-24T14:16:31.412594+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-AM-04,HOT,0.013762,3.228,12.958300
2026-04-24T14:16:34.674779+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-AM-05,HOT,0.012482,2.789,12.958300
2026-04-24T14:16:39.505323+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-AM-06,HOT,0.013239,4.365,12.958300
2026-04-24T14:16:44.183269+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-AM-07,HOT,0.014799,4.242,12.958300
2026-04-24T14:16:49.173432+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-AM-08,HOT,0.012541,4.502,12.958300
2026-04-24T14:16:55.010736+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-EG-01,HOT,0.010062,5.387,12.958300
2026-04-24T14:16:59.050003+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-EG-02,HOT,0.010044,3.550,12.958300
2026-04-24T14:17:02.558009+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-EG-03,HOT,0.010029,3.010,12.958300
2026-04-24T14:17:06.884919+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-EG-04,HOT,0.010058,3.863,12.958300
2026-04-24T14:17:10.938793+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-EG-05,HOT,0.009989,3.598,12.958300
2026-04-24T14:17:15.485479+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-EG-06,HOT,0.010026,4.048,12.958300
2026-04-24T14:17:19.153690+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-EG-07,HOT,0.009989,3.220,12.958300
2026-04-24T14:17:23.097194+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-EG-08,HOT,0.009964,3.485,12.958300
2026-04-24T14:17:27.467951+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-EG-09,HOT,0.009978,3.932,12.958300
2026-04-24T14:17:30.538460+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-MJ-01,HOT,0.012286,2.610,12.958300
2026-04-24T14:17:34.835273+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-MJ-02,HIT,0.004146,3.853,12.958300
2026-04-24T14:17:38.054309+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-MJ-03,MISS,0.006076,2.729,12.958300
2026-04-24T14:17:41.946829+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-MJ-04,HIT,0.010004,3.406,12.958300
2026-04-24T14:17:45.895817+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-MJ-05,MISS,0.004125,3.445,12.958300
2026-04-24T14:17:51.464075+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-MJ-06,MISS,0.004218,5.089,12.958300
2026-04-24T14:17:55.197485+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-MJ-07,MISS,0.004097,3.296,12.958300
2026-04-24T14:18:01.524656+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-MJ-08,MISS,0.004189,5.857,12.958300
2026-04-24T14:18:05.878788+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-RC-01,HOT,0.009985,3.872,12.958300
2026-04-24T14:18:09.144254+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-RC-02,HOT,0.009973,2.789,12.958300
2026-04-24T14:18:12.987246+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-RC-03,HOT,0.010016,3.352,12.958300
2026-04-24T14:18:16.385353+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-RC-04,HOT,0.009974,2.911,12.958300
2026-04-24T14:18:20.100710+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-RC-05,HOT,0.009988,3.219,12.958300
2026-04-24T14:18:24.423236+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-RC-06,HOT,0.009981,3.829,12.958300
2026-04-24T14:18:27.674177+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-RC-07,HOT,0.009991,2.776,12.958300
2026-04-24T14:18:32.866400+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-RC-08,HOT,0.010037,4.699,12.958300
2026-04-24T14:18:37.550680+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-HP-01,HOT,0.010016,4.242,12.958300
2026-04-24T14:18:41.814712+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-HP-02,HOT,0.010027,3.803,12.958300
2026-04-24T14:18:44.779827+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-HP-03,HOT,0.009958,2.482,12.958300
2026-04-24T14:18:48.150442+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-HP-04,HOT,0.009973,2.901,12.958300
2026-04-24T14:18:51.396207+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-HP-05,HOT,0.009997,2.776,12.958300
2026-04-24T14:18:55.664103+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-HP-06,HOT,0.012588,3.805,12.958300
2026-04-24T14:19:00.178958+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-HP-07,HOT,0.010025,4.037,12.958300
2026-04-24T14:19:04.371986+00:00,perplexity_sonar_bishop,perplexity,sonar,bishop,R11-HP-08,HOT,0.009977,3.693,12.958300
2026-04-24T14:19:10.480558+00:00,google_flash_bishop,google,gemini-2.5-flash,bishop,R11-CS-01,HOT,0.001760,1.699,13.045743
2026-04-24T14:19:12.643841+00:00,google_flash_bishop,google,gemini-2.5-flash,bishop,R11-CS-02,HOT,0.001759,1.230,13.045743
2026-04-24T14:19:15.474035+00:00,google_flash_bishop,google,gemini-2.5-flash,bishop,R11-CS-03,HOT,0.001760,1.921,13.045743
2026-04-24T14:19:17.802372+00:00,google_flash_bishop,google,gemini-2.5-flash,bishop,R11-CS-04,HOT,0.001771,1.391,13.045743
2026-04-24T14:19:20.506766+00:00,google_flash_bishop,google,gemini-2.5-flash,bishop,R11-CS-05,HOT,0.001774,1.791,13.045743
2026-04-24T14:19:23.230899+00:00,google_flash_bishop,google,gemini-2.5-flash,bishop,R11-CS-06,HOT,0.001765,1.773,13.045743
2026-04-24T14:19:25.815261+00:00,google_flash_bishop,google,gemini-2.5-flash,bishop,R11-CS-07,HOT,0.001767,1.609,13.045743
2026-04-24T14:19:28.043158+00:00,google_flash_bishop,google,gemini-2.5-flash,bishop,R11-CS-08,HOT,0.001778,1.322,13.045743
2026-04-24T14:19:31.219866+00:00,google_flash_bishop,google,gemini-2.5-flash,bishop,R11-CS-09,HOT,0.001764,2.257,13.045743
2026-04-24T14:19:34.478291+00:00,google_flash_bishop,google,gemini-2.5-flash,bishop,R11-AM-01,HOT,0.002233,2.372,13.045743
2026-04-24T14:19:37.322359+00:00,google_flash_bishop,google,gemini-2.5-flash,bishop,R11-AM-02,HOT,0.002211,1.943,13.045743
2026-04-24T14:19:39.985785+00:00,google_flash_bishop,google,gemini-2.5-flash,bishop,R11-AM-03,HOT,0.002207,1.797,13.045743
2026-04-24T14:19:42.835388+00:00,google_flash_bishop,google,gemini-2.5-flash,bishop,R11-AM-04,HOT,0.002442,1.965,13.045743
2026-04-24T14:19:45.630346+00:00,google_flash_bishop,google,gemini-2.5-flash,bishop,R11-AM-05,HOT,0.002212,1.918,13.045743
2026-04-24T14:19:48.187392+00:00,google_flash_bishop,google,gemini-2.5-flash,bishop,R11-AM-06,HOT,0.002351,1.674,13.045743
2026-04-24T14:19:51.783313+00:00,google_flash_bishop,google,gemini-2.5-flash,bishop,R11-AM-07,HOT,0.002629,2.623,13.045743
2026-04-24T14:19:56.187580+00:00,google_flash_bishop,google,gemini-2.5-flash,bishop,R11-AM-08,MISS,0.002208,3.433,13.045743
2026-04-24T14:19:58.420479+00:00,google_flash_bishop,google,gemini-2.5-flash,bishop,R11-EG-01,HOT,0.001770,1.226,13.045743
2026-04-24T14:20:00.892922+00:00,google_flash_bishop,google,gemini-2.5-flash,bishop,R11-EG-02,HOT,0.001770,1.486,13.045743
2026-04-24T14:20:04.169421+00:00,google_flash_bishop,google,gemini-2.5-flash,bishop,R11-EG-03,MISS,0.001789,2.287,13.045743
2026-04-24T14:20:06.790636+00:00,google_flash_bishop,google,gemini-2.5-flash,bishop,R11-EG-04,HOT,0.001771,1.665,13.045743
2026-04-24T14:20:08.943691+00:00,google_flash_bishop,google,gemini-2.5-flash,bishop,R11-EG-05,HOT,0.001771,1.218,13.045743
2026-04-24T14:20:12.144689+00:00,google_flash_bishop,google,gemini-2.5-flash,bishop,R11-EG-06,HOT,0.001774,2.249,13.045743
2026-04-24T14:20:14.891628+00:00,google_flash_bishop,google,gemini-2.5-flash,bishop,R11-EG-07,HOT,0.001775,1.845,13.045743
2026-04-24T14:20:16.913504+00:00,google_flash_bishop,google,gemini-2.5-flash,bishop,R11-EG-08,HOT,0.001759,1.123,13.045743
2026-04-24T14:20:19.595445+00:00,google_flash_bishop,google,gemini-2.5-flash,bishop,R11-EG-09,HOT,0.001764,1.742,13.045743
2026-04-24T14:20:22.984493+00:00,google_flash_bishop,google,gemini-2.5-flash,bishop,R11-MJ-01,HOT,0.002177,2.416,13.045743
2026-04-24T14:20:26.516027+00:00,google_flash_bishop,google,gemini-2.5-flash,bishop,R11-MJ-02,MISS,0.000669,2.585,13.045743
2026-04-24T14:20:29.884247+00:00,google_flash_bishop,google,gemini-2.5-flash,bishop,R11-MJ-03,MISS,0.001036,2.399,13.045743
2026-04-24T14:20:32.713344+00:00,google_flash_bishop,google,gemini-2.5-flash,bishop,R11-MJ-04,HIT,0.001769,1.883,13.045743
2026-04-24T14:20:36.285137+00:00,google_flash_bishop,google,gemini-2.5-flash,bishop,R11-MJ-05,MISS,0.000671,2.595,13.045743
